Service:Type,Service:Company,Service:Train number,Stop:Station code,Stop:Station name,Stop:Arrival time,Stop:Departure time,Stop:Planned platform
Sprinter,NS,4019,CAS,Castricum,2025-03-01T05:12:00+01:00,2025-03-01T05:12:00+01:00,2
Sprinter,NS,4019,UTG,Uitgeest,2025-03-01T05:16:00+01:00,2025-03-01T05:16:00+01:00,3
Sprinter,NS,4019,KMA,Krommenie-Assendelft,2025-03-01T05:20:00+01:00,2025-03-01T05:20:00+01:00,2
Sprinter,NS,4019,WM,Wormerveer,2025-03-01T05:24:00+01:00,2025-03-01T05:24:00+01:00,3
Sprinter,NS,4019,ZZS,Zaandijk Zaanse Schans,2025-03-01T05:27:00+01:00,2025-03-01T05:27:00+01:00,2
Sprinter,NS,4019,KZ,Koog aan de Zaan,2025-03-01T05:30:00+01:00,2025-03-01T05:30:00+01:00,2
Sprinter,NS,4019,ZD,Zaandam,2025-03-01T05:33:00+01:00,2025-03-01T05:36:00+01:00,5
Sprinter,NS,4019,ASS,Amsterdam Sloterdijk,2025-03-01T05:42:00+01:00,2025-03-01T05:42:00+01:00,6
Sprinter,NS,4019,ASD,Amsterdam Centraal,2025-03-01T05:47:00+01:00,2025-03-01T05:49:00+01:00,2b
Sprinter,NS,4019,ASDM,Amsterdam Muiderpoort,2025-03-01T05:54:00+01:00,2025-03-01T05:54:00+01:00,9
Sprinter,NS,4019,ASA,Amsterdam Amstel,2025-03-01T05:58:00+01:00,2025-03-01T05:58:00+01:00,4
Sprinter,NS,4019,DVD,Duivendrecht,2025-03-01T06:01:00+01:00,2025-03-01T06:01:00+01:00,8
Sprinter,NS,4019,ASB,Amsterdam Bijlmer ArenA,2025-03-01T06:04:00+01:00,2025-03-01T06:04:00+01:00,6
Sprinter,NS,4019,ASHD,Amsterdam Holendrecht,2025-03-01T06:06:00+01:00,2025-03-01T06:06:00+01:00,5
Sprinter,NS,4019,AC,Abcoude,2025-03-01T06:10:00+01:00,2025-03-01T06:10:00+01:00,3
Sprinter,NS,4019,BKL,Breukelen,2025-03-01T06:18:00+01:00,2025-03-01T06:18:00+01:00,3
Sprinter,NS,4019,WD,Woerden,2025-03-01T06:26:00+01:00,2025-03-01T06:28:00+01:00,2
Sprinter,NS,4019,GDG,Gouda Goverwelle,2025-03-01T06:37:00+01:00,2025-03-01T06:37:00+01:00,3
Sprinter,NS,4019,GD,Gouda,2025-03-01T06:40:00+01:00,2025-03-01T06:41:00+01:00,8
Sprinter,NS,4019,NWK,Nieuwerkerk a/d IJssel,2025-03-01T06:48:00+01:00,2025-03-01T06:48:00+01:00,2
Sprinter,NS,4019,CPS,Capelle Schollevaar,2025-03-01T06:51:00+01:00,2025-03-01T06:51:00+01:00,2
Sprinter,NS,4019,RTA,Rotterdam Alexander,2025-03-01T06:54:00+01:00,2025-03-01T06:54:00+01:00,2
Sprinter,NS,4019,RTN,Rotterdam Noord,2025-03-01T06:58:00+01:00,2025-03-01T06:58:00+01:00,2
Sprinter,NS,4019,RTD,Rotterdam Centraal,2025-03-01T07:04:00+01:00,,16
Sprinter,NS,8115,ASD,Amsterdam Centraal,,2025-03-01T05:05:00+01:00,11a
Sprinter,NS,8115,ASS,Amsterdam Sloterdijk,2025-03-01T05:11:00+01:00,2025-03-01T05:11:00+01:00,11
Sprinter,NS,8115,ASDL,Amsterdam Lelylaan,2025-03-01T05:15:00+01:00,2025-03-01T05:15:00+01:00,1
Sprinter,NS,8115,SHL,Schiphol Airport,2025-03-01T05:21:00+01:00,2025-03-01T05:23:00+01:00,4
Sprinter,NS,8115,HFD,Hoofddorp,2025-03-01T05:27:00+01:00,,3
Sprinter,NS,4117,HN,Hoorn,,2025-03-01T05:06:00+01:00,1
Sprinter,NS,4117,PMO,Purmerend Overwhere,2025-03-01T05:17:00+01:00,2025-03-01T05:17:00+01:00,1
Sprinter,NS,4117,PMR,Purmerend,2025-03-01T05:20:00+01:00,2025-03-01T05:20:00+01:00,1
Sprinter,NS,4117,PMW,Purmerend Weidevenne,2025-03-01T05:23:00+01:00,2025-03-01T05:23:00+01:00,1
Sprinter,NS,4117,ZDK,Zaandam Kogerveld,2025-03-01T05:29:00+01:00,2025-03-01T05:29:00+01:00,1
Sprinter,NS,4117,ZD,Zaandam,2025-03-01T05:33:00+01:00,2025-03-01T05:36:00+01:00,4
Sprinter,NS,4117,ASS,Amsterdam Sloterdijk,2025-03-01T05:42:00+01:00,2025-03-01T05:43:00+01:00,10
Sprinter,NS,4117,ASDL,Amsterdam Lelylaan,2025-03-01T05:47:00+01:00,2025-03-01T05:47:00+01:00,1
Sprinter,NS,4117,SHL,Schiphol Airport,2025-03-01T05:53:00+01:00,2025-03-01T05:56:00+01:00,4
Sprinter,NS,4117,HFD,Hoofddorp,2025-03-01T06:01:00+01:00,,1
Stopbus ipv trein,Eurobahn,966072,VL,Venlo,,2025-03-01T05:08:00+01:00,
Stopbus ipv trein,Eurobahn,966072,KN,Kaldenkirchen,2025-03-01T05:18:00+01:00,2025-03-01T05:18:00+01:00,
Stopbus ipv trein,Eurobahn,966072,KBRY,Breyell,2025-03-01T05:28:00+01:00,2025-03-01T05:28:00+01:00,
Stopbus ipv trein,Eurobahn,966072,KBOI,Boisheim,2025-03-01T05:38:00+01:00,2025-03-01T05:38:00+01:00,
Stopbus ipv trein,Eurobahn,966072,KDUL,Dülken,2025-03-01T05:53:00+01:00,2025-03-01T05:53:00+01:00,
Stopbus ipv trein,Eurobahn,966072,VIERS,Viersen,2025-03-01T06:08:00+01:00,2025-03-01T06:08:00+01:00,
Stopbus ipv trein,Eurobahn,966072,MCGB,Mönchengladbach Hbf,2025-03-01T06:28:00+01:00,,
Stoptrein,Arriva,37607,GN,Groningen,,2025-03-01T05:09:00+01:00,3a
Stoptrein,Arriva,37607,GNN,Groningen Noord,2025-03-01T05:13:00+01:00,2025-03-01T05:13:00+01:00,1
Stoptrein,Arriva,37607,SWD,Sauwerd,2025-03-01T05:19:00+01:00,2025-03-01T05:19:00+01:00,2
Stoptrein,Arriva,37607,WSM,Winsum,2025-03-01T05:24:00+01:00,2025-03-01T05:24:00+01:00,1
Stoptrein,Arriva,37607,BF,Baflo,2025-03-01T05:28:00+01:00,2025-03-01T05:28:00+01:00,1
Stoptrein,Arriva,37607,WFM,Warffum,2025-03-01T05:34:00+01:00,2025-03-01T05:34:00+01:00,1
Stoptrein,Arriva,37607,UST,Usquert,2025-03-01T05:38:00+01:00,2025-03-01T05:38:00+01:00,1
Stoptrein,Arriva,37607,UHZ,Uithuizen,2025-03-01T05:43:00+01:00,2025-03-01T05:43:00+01:00,1
Stoptrein,Arriva,37607,UHM,Uithuizermeeden,2025-03-01T05:47:00+01:00,2025-03-01T05:47:00+01:00,1
Stoptrein,Arriva,37607,RD,Roodeschool,2025-03-01T05:51:00+01:00,,1
Stoptrein,Eurobahn,20352,BIELEF,Bielefeld Hbf,,2025-03-01T05:12:00+01:00,
Stoptrein,Eurobahn,20352,BUENDE,Bünde (Westf),2025-03-01T05:45:00+01:00,2025-03-01T05:46:00+01:00,
Stoptrein,Eurobahn,20352,OSNH,Osnabrück Hbf,2025-03-01T06:12:00+01:00,2025-03-01T06:14:00+01:00,
Stoptrein,Eurobahn,20352,RHEINE,Rheine,2025-03-01T06:46:00+01:00,2025-03-01T06:49:00+01:00,
Stoptrein,Eurobahn,20352,BH,Bad Bentheim,2025-03-01T07:03:00+01:00,2025-03-01T07:08:00+01:00,
Stoptrein,Eurobahn,20352,ODZ,Oldenzaal,2025-03-01T07:18:00+01:00,2025-03-01T07:18:00+01:00,1a
Stoptrein,Eurobahn,20352,HGL,Hengelo,2025-03-01T07:26:00+01:00,,11
Sprinter,NS,4321,DDR,Dordrecht,,2025-03-01T05:12:00+01:00,3a
Sprinter,NS,4321,ZWD,Zwijndrecht,2025-03-01T05:15:00+01:00,2025-03-01T05:15:00+01:00,2
Sprinter,NS,4321,BRD,Barendrecht,2025-03-01T05:21:00+01:00,2025-03-01T05:21:00+01:00,2
Sprinter,NS,4321,RLB,Rotterdam Lombardijen,2025-03-01T05:24:00+01:00,2025-03-01T05:24:00+01:00,2
Sprinter,NS,4321,RTZ,Rotterdam Zuid,2025-03-01T05:28:00+01:00,2025-03-01T05:28:00+01:00,2
Sprinter,NS,4321,RTB,Rotterdam Blaak,2025-03-01T05:31:00+01:00,2025-03-01T05:31:00+01:00,2
Sprinter,NS,4321,RTD,Rotterdam Centraal,2025-03-01T05:34:00+01:00,2025-03-01T05:36:00+01:00,9
Sprinter,NS,4321,SDM,Schiedam Centrum,2025-03-01T05:40:00+01:00,2025-03-01T05:40:00+01:00,5
Sprinter,NS,4321,DTCP,Delft Campus,2025-03-01T05:46:00+01:00,2025-03-01T05:46:00+01:00,2
Sprinter,NS,4321,DT,Delft,2025-03-01T05:49:00+01:00,2025-03-01T05:49:00+01:00,2
Sprinter,NS,4321,RSW,Rijswijk,2025-03-01T05:53:00+01:00,2025-03-01T05:53:00+01:00,3
Sprinter,NS,4321,GVMW,Den Haag Moerwijk,2025-03-01T05:56:00+01:00,2025-03-01T05:56:00+01:00,3
Sprinter,NS,4321,GV,Den Haag HS,2025-03-01T06:00:00+01:00,2025-03-01T06:02:00+01:00,5
Sprinter,NS,4321,LAA,Den Haag Laan v NOI,2025-03-01T06:04:00+01:00,2025-03-01T06:11:00+01:00,4
Sprinter,NS,4321,GVM,Den Haag Mariahoeve,2025-03-01T06:14:00+01:00,2025-03-01T06:14:00+01:00,4
Sprinter,NS,4321,VST,Voorschoten,2025-03-01T06:19:00+01:00,2025-03-01T06:19:00+01:00,4
Sprinter,NS,4321,DVNK,De Vink,2025-03-01T06:22:00+01:00,2025-03-01T06:22:00+01:00,4
Sprinter,NS,4321,LEDN,Leiden Centraal,2025-03-01T06:26:00+01:00,2025-03-01T06:32:00+01:00,4a
Sprinter,NS,4321,SSH,Sassenheim,2025-03-01T06:37:00+01:00,2025-03-01T06:37:00+01:00,2
Sprinter,NS,4321,NVP,Nieuw Vennep,2025-03-01T06:44:00+01:00,2025-03-01T06:44:00+01:00,2
Sprinter,NS,4321,HFD,Hoofddorp,2025-03-01T06:49:00+01:00,2025-03-01T06:49:00+01:00,4
Sprinter,NS,4321,SHL,Schiphol Airport,2025-03-01T06:53:00+01:00,2025-03-01T06:55:00+01:00,2-Jan
Sprinter,NS,4321,ASDZ,Amsterdam Zuid,2025-03-01T07:01:00+01:00,2025-03-01T07:03:00+01:00,1
Sprinter,NS,4321,RAI,Amsterdam RAI,2025-03-01T07:04:00+01:00,2025-03-01T07:06:00+01:00,1
Sprinter,NS,4321,DVD,Duivendrecht,2025-03-01T07:10:00+01:00,2025-03-01T07:10:00+01:00,1
Sprinter,NS,4321,DMNZ,Diemen Zuid,2025-03-01T07:12:00+01:00,2025-03-01T07:12:00+01:00,1
Sprinter,NS,4321,WP,Weesp,2025-03-01T07:19:00+01:00,2025-03-01T07:29:00+01:00,1
Sprinter,NS,4321,AMPO,Almere Poort,2025-03-01T07:35:00+01:00,2025-03-01T07:35:00+01:00,2
Sprinter,NS,4321,ALMM,Almere Muziekwijk,2025-03-01T07:39:00+01:00,2025-03-01T07:39:00+01:00,2
Sprinter,NS,4321,ALM,Almere Centrum,2025-03-01T07:42:00+01:00,2025-03-01T07:43:00+01:00,4
Sprinter,NS,4321,ALMP,Almere Parkwijk,2025-03-01T07:46:00+01:00,2025-03-01T07:46:00+01:00,2
Sprinter,NS,4321,ALMB,Almere Buiten,2025-03-01T07:50:00+01:00,2025-03-01T07:50:00+01:00,2
Sprinter,NS,4321,ALMO,Almere Oostvaarders,2025-03-01T07:52:00+01:00,2025-03-01T07:52:00+01:00,4
Sprinter,NS,4321,LLS,Lelystad Centrum,2025-03-01T08:03:00+01:00,,3
Sprinter,NS,8217,ASD,Amsterdam Centraal,,2025-03-01T05:19:00+01:00,11a
Sprinter,NS,8217,ASS,Amsterdam Sloterdijk,2025-03-01T05:24:00+01:00,2025-03-01T05:25:00+01:00,11
Sprinter,NS,8217,ASDL,Amsterdam Lelylaan,2025-03-01T05:29:00+01:00,2025-03-01T05:29:00+01:00,1
Sprinter,NS,8217,SHL,Schiphol Airport,2025-03-01T05:35:00+01:00,2025-03-01T05:38:00+01:00,4
Sprinter,NS,8217,HFD,Hoofddorp,2025-03-01T05:42:00+01:00,,3
Sprinter,NS,4912,UT,Utrecht Centraal,,2025-03-01T05:24:00+01:00,1
Sprinter,NS,4912,UTO,Utrecht Overvecht,2025-03-01T05:28:00+01:00,2025-03-01T05:28:00+01:00,1
Sprinter,NS,4912,HOR,Hollandsche Rading,2025-03-01T05:35:00+01:00,2025-03-01T05:35:00+01:00,2
Sprinter,NS,4912,HVSP,Hilversum Sportpark,2025-03-01T05:39:00+01:00,2025-03-01T05:39:00+01:00,2
Sprinter,NS,4912,HVS,Hilversum,2025-03-01T05:42:00+01:00,,2
Stopbus ipv trein,Eurobahn,966038,MCGB,Mönchengladbach Hbf,,2025-03-01T05:25:00+01:00,
Stopbus ipv trein,Eurobahn,966038,VIERS,Viersen,2025-03-01T05:45:00+01:00,2025-03-01T05:45:00+01:00,
Stopbus ipv trein,Eurobahn,966038,KDUL,Dülken,2025-03-01T06:00:00+01:00,2025-03-01T06:00:00+01:00,
Stopbus ipv trein,Eurobahn,966038,KBOI,Boisheim,2025-03-01T06:15:00+01:00,2025-03-01T06:15:00+01:00,
Stopbus ipv trein,Eurobahn,966038,KBRY,Breyell,2025-03-01T06:25:00+01:00,2025-03-01T06:25:00+01:00,
Stopbus ipv trein,Eurobahn,966038,KN,Kaldenkirchen,2025-03-01T06:35:00+01:00,2025-03-01T06:35:00+01:00,
Stopbus ipv trein,Eurobahn,966038,VL,Venlo,2025-03-01T06:45:00+01:00,,
Sprinter,NS,4312,LLS,Lelystad Centrum,,2025-03-01T05:25:00+01:00,3
Sprinter,NS,4312,ALMO,Almere Oostvaarders,2025-03-01T05:36:00+01:00,2025-03-01T05:36:00+01:00,1
Sprinter,NS,4312,ALMB,Almere Buiten,2025-03-01T05:39:00+01:00,2025-03-01T05:39:00+01:00,1
Sprinter,NS,4312,ALMP,Almere Parkwijk,2025-03-01T05:43:00+01:00,2025-03-01T05:43:00+01:00,1
Sprinter,NS,4312,ALM,Almere Centrum,2025-03-01T05:45:00+01:00,2025-03-01T05:46:00+01:00,1
Sprinter,NS,4312,ALMM,Almere Muziekwijk,2025-03-01T05:49:00+01:00,2025-03-01T05:49:00+01:00,1
Sprinter,NS,4312,AMPO,Almere Poort,2025-03-01T05:53:00+01:00,2025-03-01T05:53:00+01:00,1
Sprinter,NS,4312,WP,Weesp,2025-03-01T06:00:00+01:00,2025-03-01T06:06:00+01:00,6
Sprinter,NS,4312,DMNZ,Diemen Zuid,2025-03-01T06:12:00+01:00,2025-03-01T06:12:00+01:00,2
Sprinter,NS,4312,DVD,Duivendrecht,2025-03-01T06:15:00+01:00,2025-03-01T06:15:00+01:00,4
Sprinter,NS,4312,RAI,Amsterdam RAI,2025-03-01T06:19:00+01:00,2025-03-01T06:19:00+01:00,4
Sprinter,NS,4312,ASDZ,Amsterdam Zuid,2025-03-01T06:22:00+01:00,2025-03-01T06:23:00+01:00,4
Sprinter,NS,4312,SHL,Schiphol Airport,2025-03-01T06:29:00+01:00,2025-03-01T06:32:00+01:00,6-May
Sprinter,NS,4312,HFD,Hoofddorp,2025-03-01T06:36:00+01:00,2025-03-01T06:36:00+01:00,1
Sprinter,NS,4312,NVP,Nieuw Vennep,2025-03-01T06:41:00+01:00,2025-03-01T06:41:00+01:00,1
Sprinter,NS,4312,SSH,Sassenheim,2025-03-01T06:48:00+01:00,2025-03-01T06:48:00+01:00,1
Sprinter,NS,4312,LEDN,Leiden Centraal,2025-03-01T06:53:00+01:00,2025-03-01T06:54:00+01:00,9a
Sprinter,NS,4312,DVNK,De Vink,2025-03-01T06:58:00+01:00,2025-03-01T06:58:00+01:00,1
Sprinter,NS,4312,VST,Voorschoten,2025-03-01T07:01:00+01:00,2025-03-01T07:01:00+01:00,1
Sprinter,NS,4312,GVM,Den Haag Mariahoeve,2025-03-01T07:06:00+01:00,2025-03-01T07:06:00+01:00,1
Sprinter,NS,4312,LAA,Den Haag Laan v NOI,2025-03-01T07:20:00+01:00,2025-03-01T07:23:00+01:00,3
Sprinter,NS,4312,GV,Den Haag HS,2025-03-01T07:26:00+01:00,2025-03-01T07:31:00+01:00,3
Sprinter,NS,4312,GVMW,Den Haag Moerwijk,2025-03-01T07:34:00+01:00,2025-03-01T07:34:00+01:00,1
Sprinter,NS,4312,RSW,Rijswijk,2025-03-01T07:37:00+01:00,2025-03-01T07:37:00+01:00,1
Sprinter,NS,4312,DT,Delft,2025-03-01T07:41:00+01:00,2025-03-01T07:41:00+01:00,4
Sprinter,NS,4312,DTCP,Delft Campus,2025-03-01T07:44:00+01:00,2025-03-01T07:44:00+01:00,4
Sprinter,NS,4312,SDM,Schiedam Centrum,2025-03-01T07:51:00+01:00,2025-03-01T07:51:00+01:00,3
Sprinter,NS,4312,RTD,Rotterdam Centraal,2025-03-01T07:55:00+01:00,2025-03-01T07:57:00+01:00,6
Sprinter,NS,4312,RTB,Rotterdam Blaak,2025-03-01T08:00:00+01:00,2025-03-01T08:00:00+01:00,3
Sprinter,NS,4312,RTZ,Rotterdam Zuid,2025-03-01T08:03:00+01:00,2025-03-01T08:03:00+01:00,3
Sprinter,NS,4312,RLB,Rotterdam Lombardijen,2025-03-01T08:06:00+01:00,2025-03-01T08:06:00+01:00,3
Sprinter,NS,4312,BRD,Barendrecht,2025-03-01T08:10:00+01:00,2025-03-01T08:10:00+01:00,3
Sprinter,NS,4312,ZWD,Zwijndrecht,2025-03-01T08:15:00+01:00,2025-03-01T08:15:00+01:00,3
Sprinter,NS,4312,DDR,Dordrecht,2025-03-01T08:19:00+01:00,,3a
Snelbus ipv trein,Eurobahn,966047,MCGB,Mönchengladbach Hbf,,2025-03-01T05:26:00+01:00,
Snelbus ipv trein,Eurobahn,966047,VL,Venlo,2025-03-01T06:06:00+01:00,,
Sprinter,NS,5812,AMF,Amersfoort Centraal,,2025-03-01T05:31:00+01:00,6
Sprinter,NS,5812,BRN,Baarn,2025-03-01T05:38:00+01:00,2025-03-01T05:38:00+01:00,2
Sprinter,NS,5812,HVS,Hilversum,2025-03-01T05:44:00+01:00,2025-03-01T05:45:00+01:00,5
Sprinter,NS,5812,HVSM,Hilversum Media Park,2025-03-01T05:47:00+01:00,2025-03-01T05:47:00+01:00,2
Sprinter,NS,5812,BSMZ,Bussum Zuid,2025-03-01T05:51:00+01:00,2025-03-01T05:51:00+01:00,1
Sprinter,NS,5812,NDB,Naarden-Bussum,2025-03-01T05:54:00+01:00,2025-03-01T05:54:00+01:00,1
Sprinter,NS,5812,WP,Weesp,2025-03-01T06:00:00+01:00,2025-03-01T06:02:00+01:00,5
Sprinter,NS,5812,DMN,Diemen,2025-03-01T06:07:00+01:00,2025-03-01T06:07:00+01:00,2
Sprinter,NS,5812,ASSP,Amsterdam Science Park,2025-03-01T06:10:00+01:00,2025-03-01T06:10:00+01:00,2
Sprinter,NS,5812,ASDM,Amsterdam Muiderpoort,2025-03-01T06:13:00+01:00,2025-03-01T06:13:00+01:00,3
Sprinter,NS,5812,ASD,Amsterdam Centraal,2025-03-01T06:18:00+01:00,,10b
Sprinter,NS,8110,HFD,Hoofddorp,,2025-03-01T05:32:00+01:00,3
Sprinter,NS,8110,SHL,Schiphol Airport,2025-03-01T05:37:00+01:00,2025-03-01T05:39:00+01:00,3
Sprinter,NS,8110,ASDL,Amsterdam Lelylaan,2025-03-01T05:45:00+01:00,2025-03-01T05:45:00+01:00,2
Sprinter,NS,8110,ASS,Amsterdam Sloterdijk,2025-03-01T05:49:00+01:00,2025-03-01T05:49:00+01:00,12
Sprinter,NS,8110,ASD,Amsterdam Centraal,2025-03-01T05:55:00+01:00,,11a
Sprinter,NS,8117,ASD,Amsterdam Centraal,,2025-03-01T05:34:00+01:00,10a
Sprinter,NS,8117,ASS,Amsterdam Sloterdijk,2025-03-01T05:39:00+01:00,2025-03-01T05:39:00+01:00,11
Sprinter,NS,8117,ASDL,Amsterdam Lelylaan,2025-03-01T05:43:00+01:00,2025-03-01T05:43:00+01:00,1
Sprinter,NS,8117,SHL,Schiphol Airport,2025-03-01T05:49:00+01:00,2025-03-01T05:50:00+01:00,4
Sprinter,NS,8117,HFD,Hoofddorp,2025-03-01T05:55:00+01:00,,3
Intercity,NS,718,GN,Groningen,,2025-03-01T05:36:00+01:00,7
Intercity,NS,718,GERP,Groningen Europapark,2025-03-01T05:40:00+01:00,2025-03-01T05:40:00+01:00,4
Intercity,NS,718,HRN,Haren,2025-03-01T05:45:00+01:00,2025-03-01T05:45:00+01:00,1
Intercity,NS,718,ASN,Assen,2025-03-01T05:58:00+01:00,2025-03-01T05:58:00+01:00,1
Intercity,NS,718,BL,Beilen,2025-03-01T06:08:00+01:00,2025-03-01T06:08:00+01:00,1
Intercity,NS,718,HGV,Hoogeveen,2025-03-01T06:17:00+01:00,2025-03-01T06:17:00+01:00,2
Intercity,NS,718,MP,Meppel,2025-03-01T06:29:00+01:00,2025-03-01T06:29:00+01:00,2
Intercity,NS,718,ZL,Zwolle,2025-03-01T06:44:00+01:00,2025-03-01T06:46:00+01:00,3
Intercity,NS,718,LLS,Lelystad Centrum,2025-03-01T07:11:00+01:00,2025-03-01T07:12:00+01:00,1
Intercity,NS,718,ALM,Almere Centrum,2025-03-01T07:26:00+01:00,2025-03-01T07:28:00+01:00,1
Intercity,NS,718,RAI,Amsterdam RAI,2025-03-01T07:47:00+01:00,2025-03-01T07:47:00+01:00,4
Intercity,NS,718,ASDZ,Amsterdam Zuid,2025-03-01T07:50:00+01:00,2025-03-01T07:54:00+01:00,4
Intercity,NS,718,SHL,Schiphol Airport,2025-03-01T08:00:00+01:00,,6-May
Intercity,NS,2210,ASD,Amsterdam Centraal,,2025-03-01T05:36:00+01:00,2a
Intercity,NS,2210,ASS,Amsterdam Sloterdijk,2025-03-01T05:41:00+01:00,2025-03-01T05:41:00+01:00,7
Intercity,NS,2210,HLM,Haarlem,2025-03-01T05:51:00+01:00,2025-03-01T05:53:00+01:00,6
Intercity,NS,2210,HAD,Heemstede-Aerdenhout,2025-03-01T05:58:00+01:00,2025-03-01T05:58:00+01:00,2
Intercity,NS,2210,LEDN,Leiden Centraal,2025-03-01T06:13:00+01:00,2025-03-01T06:17:00+01:00,9b
Intercity,NS,2210,LAA,Den Haag Laan v NOI,2025-03-01T06:25:00+01:00,2025-03-01T06:26:00+01:00,5
Intercity,NS,2210,GV,Den Haag HS,2025-03-01T06:29:00+01:00,2025-03-01T06:30:00+01:00,4
Intercity,NS,2210,DT,Delft,2025-03-01T06:36:00+01:00,2025-03-01T06:36:00+01:00,3
Intercity,NS,2210,SDM,Schiedam Centrum,2025-03-01T06:44:00+01:00,2025-03-01T06:44:00+01:00,3
Intercity,NS,2210,RTD,Rotterdam Centraal,2025-03-01T06:49:00+01:00,2025-03-01T06:51:00+01:00,7
Intercity,NS,2210,RTB,Rotterdam Blaak,2025-03-01T06:54:00+01:00,2025-03-01T06:54:00+01:00,3
Intercity,NS,2210,DDR,Dordrecht,2025-03-01T07:06:00+01:00,2025-03-01T07:07:00+01:00,5
Intercity,NS,2210,RSD,Roosendaal,2025-03-01T07:30:00+01:00,2025-03-01T07:36:00+01:00,4a
Intercity,NS,2210,BGN,Bergen op Zoom,2025-03-01T07:45:00+01:00,2025-03-01T07:45:00+01:00,1
Intercity,NS,2210,RB,Rilland-Bath,2025-03-01T07:55:00+01:00,2025-03-01T07:55:00+01:00,1
Intercity,NS,2210,KBD,Krabbendijke,2025-03-01T08:00:00+01:00,2025-03-01T08:00:00+01:00,2
Intercity,NS,2210,KRG,Kruiningen-Yerseke,2025-03-01T08:05:00+01:00,2025-03-01T08:05:00+01:00,2
Intercity,NS,2210,BZL,Kapelle-Biezelinge,2025-03-01T08:11:00+01:00,2025-03-01T08:11:00+01:00,1
Intercity,NS,2210,GS,Goes,2025-03-01T08:16:00+01:00,2025-03-01T08:16:00+01:00,1
Intercity,NS,2210,ARN,Arnemuiden,2025-03-01T08:26:00+01:00,2025-03-01T08:26:00+01:00,2
Intercity,NS,2210,MDB,Middelburg,2025-03-01T08:31:00+01:00,2025-03-01T08:31:00+01:00,1
Intercity,NS,2210,VSS,Vlissingen Souburg,2025-03-01T08:36:00+01:00,2025-03-01T08:36:00+01:00,
Intercity,NS,2210,VS,Vlissingen,2025-03-01T08:39:00+01:00,,
Stopbus ipv trein,VIAS,960070,AH,Arnhem Centraal,,2025-03-01T05:37:00+01:00,
Stopbus ipv trein,VIAS,960070,ZV,Zevenaar,2025-03-01T05:59:00+01:00,2025-03-01T05:59:00+01:00,
Stopbus ipv trein,VIAS,960070,EL,Emmerich-Elten,2025-03-01T06:11:00+01:00,2025-03-01T06:11:00+01:00,
Stopbus ipv trein,VIAS,960070,EM,Emmerich,2025-03-01T06:28:00+01:00,2025-03-01T06:29:00+01:00,
Stopbus ipv trein,VIAS,960070,WESEL,Wesel,2025-03-01T07:11:00+01:00,2025-03-01T07:13:00+01:00,
Stopbus ipv trein,VIAS,960070,OBERH,Oberhausen Hbf,2025-03-01T07:58:00+01:00,,
Sprinter,RRReis,31303,AMF,Amersfoort Centraal,,2025-03-01T05:39:00+01:00,4b
Sprinter,RRReis,31303,HVL,Hoevelaken,2025-03-01T05:45:00+01:00,2025-03-01T05:45:00+01:00,2
Sprinter,RRReis,31303,BNN,Barneveld Noord,2025-03-01T05:52:00+01:00,2025-03-01T05:52:00+01:00,1
Sprinter,RRReis,31303,BNC,Barneveld Centrum,2025-03-01T05:55:00+01:00,2025-03-01T05:56:00+01:00,1
Sprinter,RRReis,31303,BNZ,Barneveld Zuid,2025-03-01T05:59:00+01:00,2025-03-01T05:59:00+01:00,1
Sprinter,RRReis,31303,LTN,Lunteren,2025-03-01T06:04:00+01:00,2025-03-01T06:05:00+01:00,1
Sprinter,RRReis,31303,EDC,Ede Centrum,2025-03-01T06:11:00+01:00,2025-03-01T06:11:00+01:00,1
Sprinter,RRReis,31303,ED,Ede-Wageningen,2025-03-01T06:16:00+01:00,,1
Intercity,NS,12921,EKZ,Enkhuizen,,2025-03-01T05:39:00+01:00,2
Intercity,NS,12921,BKF,Bovenkarspel Flora,2025-03-01T05:43:00+01:00,2025-03-01T05:43:00+01:00,1
Intercity,NS,12921,BKG,Bovenkarspel-Grootebroek,2025-03-01T05:46:00+01:00,2025-03-01T05:47:00+01:00,2
Intercity,NS,12921,HKS,Hoogkarspel,2025-03-01T05:51:00+01:00,2025-03-01T05:52:00+01:00,2
Intercity,NS,12921,HNK,Hoorn Kersenboogerd,2025-03-01T05:59:00+01:00,2025-03-01T05:59:00+01:00,1
Intercity,NS,12921,HN,Hoorn,2025-03-01T06:03:00+01:00,2025-03-01T06:05:00+01:00,2
Intercity,NS,12921,ASS,Amsterdam Sloterdijk,2025-03-01T06:29:00+01:00,2025-03-01T06:32:00+01:00,6
Intercity,NS,3021,ASD,Amsterdam Centraal,2025-03-01T06:38:00+01:00,2025-03-01T06:54:00+01:00,4b
Intercity,NS,3021,ASA,Amsterdam Amstel,2025-03-01T07:01:00+01:00,2025-03-01T07:02:00+01:00,4
Intercity,NS,3021,UT,Utrecht Centraal,2025-03-01T07:21:00+01:00,2025-03-01T07:23:00+01:00,19
Intercity,NS,3021,DB,Driebergen-Zeist,2025-03-01T07:31:00+01:00,2025-03-01T07:31:00+01:00,2
Intercity,NS,3021,KLP,Veenendaal-De Klomp,2025-03-01T07:44:00+01:00,2025-03-01T07:44:00+01:00,2
Intercity,NS,3021,ED,Ede-Wageningen,2025-03-01T07:50:00+01:00,2025-03-01T07:50:00+01:00,5
