Service:Type,Service:Company,Service:Train number,Stop:Station code,Stop:Station name,Stop:Arrival time,Stop:Departure time,Stop:Planned platform
Stoptrein,Blauwnet,31227,DDN,Delden,2025-03-01T10:37:00+01:00,2025-03-01T10:37:00+01:00,2
Stoptrein,Blauwnet,31227,HGLG,Hengelo Gezondheidspark,2025-03-01T10:40:00+01:00,2025-03-01T10:40:00+01:00,1
Stoptrein,Blauwnet,31227,HGL,Hengelo,2025-03-01T10:44:00+01:00,2025-03-01T10:47:00+01:00,3b
Stoptrein,Blauwnet,31227,HGLO,Hengelo Oost,2025-03-01T10:50:00+01:00,2025-03-01T10:50:00+01:00,2
Stoptrein,Blauwnet,31227,ODZ,Oldenzaal,2025-03-01T10:57:00+01:00,,1a
Sprinter,NS,5533,UT,Utrecht Centraal,,2025-03-01T10:06:00+01:00,3
Sprinter,NS,5533,UTO,Utrecht Overvecht,2025-03-01T10:11:00+01:00,2025-03-01T10:11:00+01:00,1
Sprinter,NS,5533,BHV,Bilthoven,2025-03-01T10:15:00+01:00,2025-03-01T10:15:00+01:00,2
Sprinter,NS,5533,DLD,Den Dolder,2025-03-01T10:18:00+01:00,2025-03-01T10:19:00+01:00,2
Sprinter,NS,5533,STZ,Soest Zuid,2025-03-01T10:24:00+01:00,2025-03-01T10:24:00+01:00,1
Sprinter,NS,5533,ST,Soest,2025-03-01T10:26:00+01:00,2025-03-01T10:27:00+01:00,1
Sprinter,NS,5533,SD,Soestdijk,2025-03-01T10:30:00+01:00,2025-03-01T10:30:00+01:00,1
Sprinter,NS,5533,BRN,Baarn,2025-03-01T10:34:00+01:00,,4
Stoptrein,NMBS,2560,FRP,Puurs,,2025-03-01T10:06:00+01:00,
Stoptrein,NMBS,2560,FNZD,Antwerpen-Zuid,2025-03-01T10:36:00+01:00,2025-03-01T10:37:00+01:00,
Stoptrein,NMBS,2560,BERCH,Antwerpen-Berchem,2025-03-01T10:42:00+01:00,2025-03-01T10:43:00+01:00,
Stoptrein,NMBS,2560,ATW,Antwerpen-Centraal,2025-03-01T10:47:00+01:00,2025-03-01T10:50:00+01:00,
Stoptrein,NMBS,2560,ATWLB,Antwerpen-Luchtbal,2025-03-01T10:55:00+01:00,2025-03-01T10:55:00+01:00,
Stoptrein,NMBS,2560,ANDD,Antwerpen-Noorderdokken,2025-03-01T10:58:00+01:00,2025-03-01T10:58:00+01:00,
Stoptrein,NMBS,2560,LKR,Ekeren,2025-03-01T11:01:00+01:00,2025-03-01T11:02:00+01:00,
Stoptrein,NMBS,2560,MARIA,Sint-Mariaburg,2025-03-01T11:04:00+01:00,2025-03-01T11:04:00+01:00,
Stoptrein,NMBS,2560,LKP,Kapellen,2025-03-01T11:07:00+01:00,2025-03-01T11:08:00+01:00,
Stoptrein,NMBS,2560,MID,Heide (B),2025-03-01T11:13:00+01:00,2025-03-01T11:14:00+01:00,
Stoptrein,NMBS,2560,GKT,Kijkuit,2025-03-01T11:17:00+01:00,2025-03-01T11:17:00+01:00,
Stoptrein,NMBS,2560,FKTH,Kalmthout,2025-03-01T11:19:00+01:00,2025-03-01T11:20:00+01:00,
Stoptrein,NMBS,2560,GWD,Wildert,2025-03-01T11:24:00+01:00,2025-03-01T11:24:00+01:00,
Stoptrein,NMBS,2560,ESN,Essen,2025-03-01T11:28:00+01:00,2025-03-01T11:31:00+01:00,
Stoptrein,NMBS,2560,RSD,Roosendaal,2025-03-01T11:39:00+01:00,,
Stoptrein,Arriva,32026,MTR,Maastricht Randwyck,,2025-03-01T10:06:00+01:00,1
Stoptrein,Arriva,32026,MT,Maastricht,2025-03-01T10:09:00+01:00,2025-03-01T10:11:00+01:00,6
Stoptrein,Arriva,32026,MTN,Maastricht Noord,2025-03-01T10:14:00+01:00,2025-03-01T10:14:00+01:00,1
Stoptrein,Arriva,32026,MES,Meerssen,2025-03-01T10:18:00+01:00,2025-03-01T10:18:00+01:00,1
Stoptrein,Arriva,32026,SGL,Houthem-St. Gerlach,2025-03-01T10:21:00+01:00,2025-03-01T10:21:00+01:00,1
Stoptrein,Arriva,32026,VK,Valkenburg,2025-03-01T10:25:00+01:00,2025-03-01T10:25:00+01:00,1
Stoptrein,Arriva,32026,SOG,Schin op Geul,2025-03-01T10:28:00+01:00,2025-03-01T10:29:00+01:00,1
Stoptrein,Arriva,32026,KMR,Klimmen-Ransdaal,2025-03-01T10:32:00+01:00,2025-03-01T10:32:00+01:00,1
Stoptrein,Arriva,32026,VDL,Voerendaal,2025-03-01T10:35:00+01:00,2025-03-01T10:35:00+01:00,1
Stoptrein,Arriva,32026,HRLW,Heerlen Woonboulevard,2025-03-01T10:38:00+01:00,2025-03-01T10:38:00+01:00,1
Stoptrein,Arriva,32026,HRL,Heerlen,2025-03-01T10:41:00+01:00,2025-03-01T10:45:00+01:00,1
Stoptrein,Arriva,32026,LG,Landgraaf,2025-03-01T10:48:00+01:00,2025-03-01T10:49:00+01:00,2
Stoptrein,Arriva,32026,EGH,Eygelshoven,2025-03-01T10:52:00+01:00,2025-03-01T10:52:00+01:00,2
Stoptrein,Arriva,32026,CVM,Chevremont,2025-03-01T10:54:00+01:00,2025-03-01T10:54:00+01:00,1
Stoptrein,Arriva,32026,KRD,Kerkrade Centrum,2025-03-01T10:57:00+01:00,,1
Sprinter,NS,4434,DN,Deurne,,2025-03-01T10:06:00+01:00,3
Sprinter,NS,4434,HMBH,Helmond Brouwhuis,2025-03-01T10:11:00+01:00,2025-03-01T10:11:00+01:00,1
Sprinter,NS,4434,HM,Helmond,2025-03-01T10:15:00+01:00,2025-03-01T10:15:00+01:00,1
Sprinter,NS,4434,HMH,Helmond 't Hout,2025-03-01T10:18:00+01:00,2025-03-01T10:18:00+01:00,1
Sprinter,NS,4434,HMBV,Helmond Brandevoort,2025-03-01T10:21:00+01:00,2025-03-01T10:21:00+01:00,1
Sprinter,NS,4434,EHV,Eindhoven Centraal,2025-03-01T10:27:00+01:00,2025-03-01T10:36:00+01:00,6
Sprinter,NS,4434,EHS,Eindhoven Strijp-S,2025-03-01T10:39:00+01:00,2025-03-01T10:39:00+01:00,1
Sprinter,NS,4434,BET,Best,2025-03-01T10:45:00+01:00,2025-03-01T10:45:00+01:00,1
Sprinter,NS,4434,BTL,Boxtel,2025-03-01T10:51:00+01:00,2025-03-01T10:53:00+01:00,2
Sprinter,NS,4434,VG,Vught,2025-03-01T10:59:00+01:00,2025-03-01T10:59:00+01:00,1
Sprinter,NS,4434,HT,'s-Hertogenbosch,2025-03-01T11:03:00+01:00,,6b
Intercity,NS,2228,ASD,Amsterdam Centraal,,2025-03-01T10:06:00+01:00,2a
Intercity,NS,2228,ASS,Amsterdam Sloterdijk,2025-03-01T10:11:00+01:00,2025-03-01T10:11:00+01:00,7
Intercity,NS,2228,HLM,Haarlem,2025-03-01T10:21:00+01:00,2025-03-01T10:23:00+01:00,6
Intercity,NS,2228,HAD,Heemstede-Aerdenhout,2025-03-01T10:28:00+01:00,2025-03-01T10:28:00+01:00,2
Intercity,NS,2228,LEDN,Leiden Centraal,2025-03-01T10:43:00+01:00,2025-03-01T10:47:00+01:00,9b
Intercity,NS,2228,LAA,Den Haag Laan v NOI,2025-03-01T10:55:00+01:00,2025-03-01T10:56:00+01:00,5
Intercity,NS,2228,GV,Den Haag HS,2025-03-01T10:59:00+01:00,2025-03-01T11:00:00+01:00,4
Intercity,NS,2228,DT,Delft,2025-03-01T11:06:00+01:00,2025-03-01T11:06:00+01:00,3
Intercity,NS,2228,SDM,Schiedam Centrum,2025-03-01T11:14:00+01:00,2025-03-01T11:14:00+01:00,3
Intercity,NS,2228,RTD,Rotterdam Centraal,2025-03-01T11:19:00+01:00,2025-03-01T11:21:00+01:00,7
Intercity,NS,2228,RTB,Rotterdam Blaak,2025-03-01T11:24:00+01:00,2025-03-01T11:24:00+01:00,3
Intercity,NS,2228,DDR,Dordrecht,2025-03-01T11:36:00+01:00,2025-03-01T11:37:00+01:00,5
Intercity,NS,2228,RSD,Roosendaal,2025-03-01T12:00:00+01:00,2025-03-01T12:06:00+01:00,4a
Intercity,NS,2228,BGN,Bergen op Zoom,2025-03-01T12:15:00+01:00,2025-03-01T12:15:00+01:00,1
Intercity,NS,2228,RB,Rilland-Bath,2025-03-01T12:25:00+01:00,2025-03-01T12:25:00+01:00,1
Intercity,NS,2228,KBD,Krabbendijke,2025-03-01T12:30:00+01:00,2025-03-01T12:30:00+01:00,2
Intercity,NS,2228,KRG,Kruiningen-Yerseke,2025-03-01T12:35:00+01:00,2025-03-01T12:35:00+01:00,2
Intercity,NS,2228,BZL,Kapelle-Biezelinge,2025-03-01T12:41:00+01:00,2025-03-01T12:41:00+01:00,1
Intercity,NS,2228,GS,Goes,2025-03-01T12:46:00+01:00,2025-03-01T12:46:00+01:00,1
Intercity,NS,2228,ARN,Arnemuiden,2025-03-01T12:56:00+01:00,2025-03-01T12:56:00+01:00,2
Intercity,NS,2228,MDB,Middelburg,2025-03-01T13:01:00+01:00,2025-03-01T13:01:00+01:00,1
Intercity,NS,2228,VSS,Vlissingen Souburg,2025-03-01T13:06:00+01:00,2025-03-01T13:06:00+01:00,1
Intercity,NS,2228,VS,Vlissingen,2025-03-01T13:09:00+01:00,,3
Sprinter,NS,4041,HN,Hoorn,,2025-03-01T10:06:00+01:00,3
Sprinter,NS,4041,OBD,Obdam,2025-03-01T10:14:00+01:00,2025-03-01T10:15:00+01:00,2
Sprinter,NS,4041,HWD,Heerhugowaard,2025-03-01T10:21:00+01:00,2025-03-01T10:21:00+01:00,1
Sprinter,NS,4041,AMRN,Alkmaar Noord,2025-03-01T10:26:00+01:00,2025-03-01T10:26:00+01:00,1
Sprinter,NS,4041,AMR,Alkmaar,2025-03-01T10:29:00+01:00,2025-03-01T10:33:00+01:00,4
Sprinter,NS,4041,HLO,Heiloo,2025-03-01T10:38:00+01:00,2025-03-01T10:38:00+01:00,2
Sprinter,NS,4041,CAS,Castricum,2025-03-01T10:43:00+01:00,2025-03-01T10:43:00+01:00,2
Sprinter,NS,4041,UTG,Uitgeest,2025-03-01T10:48:00+01:00,2025-03-01T10:48:00+01:00,3
Sprinter,NS,4041,KMA,Krommenie-Assendelft,2025-03-01T10:52:00+01:00,2025-03-01T10:52:00+01:00,2
Sprinter,NS,4041,WM,Wormerveer,2025-03-01T10:56:00+01:00,2025-03-01T10:56:00+01:00,3
Sprinter,NS,4041,ZZS,Zaandijk Zaanse Schans,2025-03-01T10:59:00+01:00,2025-03-01T10:59:00+01:00,2
Sprinter,NS,4041,KZ,Koog aan de Zaan,2025-03-01T11:02:00+01:00,2025-03-01T11:02:00+01:00,2
Sprinter,NS,4041,ZD,Zaandam,2025-03-01T11:05:00+01:00,2025-03-01T11:05:00+01:00,5
Sprinter,NS,4041,ASS,Amsterdam Sloterdijk,2025-03-01T11:11:00+01:00,2025-03-01T11:11:00+01:00,6
Sprinter,NS,4041,ASD,Amsterdam Centraal,2025-03-01T11:17:00+01:00,2025-03-01T11:19:00+01:00,2b
Sprinter,NS,4041,ASDM,Amsterdam Muiderpoort,2025-03-01T11:24:00+01:00,2025-03-01T11:24:00+01:00,9
Sprinter,NS,4041,ASA,Amsterdam Amstel,2025-03-01T11:28:00+01:00,2025-03-01T11:28:00+01:00,4
Sprinter,NS,4041,DVD,Duivendrecht,2025-03-01T11:31:00+01:00,2025-03-01T11:31:00+01:00,8
Sprinter,NS,4041,ASB,Amsterdam Bijlmer ArenA,2025-03-01T11:34:00+01:00,2025-03-01T11:34:00+01:00,6
Sprinter,NS,4041,ASHD,Amsterdam Holendrecht,2025-03-01T11:36:00+01:00,2025-03-01T11:36:00+01:00,5
Sprinter,NS,4041,AC,Abcoude,2025-03-01T11:40:00+01:00,2025-03-01T11:40:00+01:00,3
Sprinter,NS,4041,BKL,Breukelen,2025-03-01T11:48:00+01:00,2025-03-01T11:48:00+01:00,3
Sprinter,NS,4041,WD,Woerden,2025-03-01T11:56:00+01:00,2025-03-01T11:58:00+01:00,2
Sprinter,NS,4041,GDG,Gouda Goverwelle,2025-03-01T12:07:00+01:00,2025-03-01T12:07:00+01:00,3
Sprinter,NS,4041,GD,Gouda,2025-03-01T12:10:00+01:00,2025-03-01T12:11:00+01:00,8
Sprinter,NS,4041,NWK,Nieuwerkerk a/d IJssel,2025-03-01T12:18:00+01:00,2025-03-01T12:18:00+01:00,2
Sprinter,NS,4041,CPS,Capelle Schollevaar,2025-03-01T12:21:00+01:00,2025-03-01T12:21:00+01:00,2
Sprinter,NS,4041,RTA,Rotterdam Alexander,2025-03-01T12:24:00+01:00,2025-03-01T12:24:00+01:00,2
Sprinter,NS,4041,RTN,Rotterdam Noord,2025-03-01T12:28:00+01:00,2025-03-01T12:28:00+01:00,2
Sprinter,NS,4041,RTD,Rotterdam Centraal,2025-03-01T12:34:00+01:00,,16
Taxibus ipv trein,NS,927982,SPTN,Santpoort Noord,,2025-03-01T10:07:00+01:00,
Taxibus ipv trein,NS,927982,DRH,Driehuis,2025-03-01T10:12:00+01:00,,
Sprinter,NS,9032,ZL,Zwolle,,2025-03-01T10:07:00+01:00,5
Sprinter,NS,9032,KPNZ,Kampen Zuid,2025-03-01T10:16:00+01:00,2025-03-01T10:16:00+01:00,1
Sprinter,NS,9032,DRON,Dronten,2025-03-01T10:25:00+01:00,2025-03-01T10:25:00+01:00,1
Sprinter,NS,9032,LLS,Lelystad Centrum,2025-03-01T10:37:00+01:00,,4
Snelbus ipv trein,VIAS,960002,AH,Arnhem Centraal,,2025-03-01T10:07:00+01:00,
Snelbus ipv trein,VIAS,960002,EM,Emmerich,2025-03-01T10:54:00+01:00,2025-03-01T10:56:00+01:00,
Snelbus ipv trein,VIAS,960002,WESEL,Wesel,2025-03-01T11:41:00+01:00,2025-03-01T11:43:00+01:00,
Snelbus ipv trein,VIAS,960002,OBERH,Oberhausen Hbf,2025-03-01T12:28:00+01:00,,
Stoptrein,Arriva,17827,APD,Apeldoorn,,2025-03-01T10:07:00+01:00,3
Stoptrein,Arriva,17827,APDM,Apeldoorn De Maten,2025-03-01T10:10:00+01:00,2025-03-01T10:10:00+01:00,1
Stoptrein,Arriva,17827,KBK,Klarenbeek,2025-03-01T10:16:00+01:00,2025-03-01T10:16:00+01:00,1
Stoptrein,Arriva,17827,VEM,Voorst-Empe,2025-03-01T10:20:00+01:00,2025-03-01T10:20:00+01:00,1
Stoptrein,Arriva,17827,ZP,Zutphen,2025-03-01T10:25:00+01:00,,2a
Sprinter,NS,7634,ZP,Zutphen,,2025-03-01T10:07:00+01:00,1a
Sprinter,NS,7634,BMN,Brummen,2025-03-01T10:12:00+01:00,2025-03-01T10:12:00+01:00,2
Sprinter,NS,7634,DR,Dieren,2025-03-01T10:17:00+01:00,2025-03-01T10:18:00+01:00,2
Sprinter,NS,7634,RH,Rheden,2025-03-01T10:23:00+01:00,2025-03-01T10:23:00+01:00,1
Sprinter,NS,7634,VP,Velp,2025-03-01T10:27:00+01:00,2025-03-01T10:27:00+01:00,1
Sprinter,NS,7634,AHPR,Arnhem Presikhaaf,2025-03-01T10:30:00+01:00,2025-03-01T10:30:00+01:00,1
Sprinter,NS,7634,AHP,Arnhem Velperpoort,2025-03-01T10:33:00+01:00,2025-03-01T10:33:00+01:00,1
Sprinter,NS,7634,AH,Arnhem Centraal,2025-03-01T10:36:00+01:00,2025-03-01T10:41:00+01:00,7
Sprinter,NS,7634,AHZ,Arnhem Zuid,2025-03-01T10:46:00+01:00,2025-03-01T10:46:00+01:00,1
Sprinter,NS,7634,EST,Elst,2025-03-01T10:50:00+01:00,2025-03-01T10:50:00+01:00,1
Sprinter,NS,7634,NML,Nijmegen Lent,2025-03-01T10:55:00+01:00,2025-03-01T10:55:00+01:00,2
Sprinter,NS,7634,NM,Nijmegen,2025-03-01T10:59:00+01:00,2025-03-01T11:00:00+01:00,4b
Sprinter,NS,7634,NMGO,Nijmegen Goffert,2025-03-01T11:04:00+01:00,2025-03-01T11:04:00+01:00,1
Sprinter,NS,7634,NMD,Nijmegen Dukenburg,2025-03-01T11:07:00+01:00,2025-03-01T11:07:00+01:00,1
Sprinter,NS,7634,WC,Wijchen,2025-03-01T11:12:00+01:00,,2
Sprinter,NS,5735,HFD,Hoofddorp,,2025-03-01T10:07:00+01:00,4
Sprinter,NS,5735,SHL,Schiphol Airport,2025-03-01T10:11:00+01:00,2025-03-01T10:13:00+01:00,2-Jan
Sprinter,NS,5735,ASDZ,Amsterdam Zuid,2025-03-01T10:19:00+01:00,2025-03-01T10:20:00+01:00,1
Sprinter,NS,5735,RAI,Amsterdam RAI,2025-03-01T10:22:00+01:00,2025-03-01T10:22:00+01:00,1
Sprinter,NS,5735,DVD,Duivendrecht,2025-03-01T10:26:00+01:00,2025-03-01T10:26:00+01:00,1
Sprinter,NS,5735,DMNZ,Diemen Zuid,2025-03-01T10:29:00+01:00,2025-03-01T10:29:00+01:00,1
Sprinter,NS,5735,WP,Weesp,2025-03-01T10:35:00+01:00,2025-03-01T10:43:00+01:00,2
Sprinter,NS,5735,NDB,Naarden-Bussum,2025-03-01T10:49:00+01:00,2025-03-01T10:49:00+01:00,2
Sprinter,NS,5735,BSMZ,Bussum Zuid,2025-03-01T10:52:00+01:00,2025-03-01T10:52:00+01:00,2
Sprinter,NS,5735,HVSM,Hilversum Media Park,2025-03-01T10:56:00+01:00,2025-03-01T10:56:00+01:00,1
Sprinter,NS,5735,HVS,Hilversum,2025-03-01T10:58:00+01:00,2025-03-01T10:59:00+01:00,2
Sprinter,NS,5735,HVSP,Hilversum Sportpark,2025-03-01T11:02:00+01:00,2025-03-01T11:02:00+01:00,1
Sprinter,NS,5735,HOR,Hollandsche Rading,2025-03-01T11:06:00+01:00,2025-03-01T11:06:00+01:00,1
Sprinter,NS,5735,UTO,Utrecht Overvecht,2025-03-01T11:14:00+01:00,2025-03-01T11:14:00+01:00,2
Sprinter,NS,5735,UT,Utrecht Centraal,2025-03-01T11:18:00+01:00,,1
Intercity,NS,2633,ASD,Amsterdam Centraal,,2025-03-01T10:08:00+01:00,10
Intercity,NS,2633,ALM,Almere Centrum,2025-03-01T10:27:00+01:00,,2
Stoptrein,VIAS,20015,OBERH,Oberhausen Hbf,,2025-03-01T10:08:00+01:00,
Stoptrein,VIAS,20015,DUISB,Duisburg Hbf,2025-03-01T10:15:00+01:00,2025-03-01T10:16:00+01:00,
Stoptrein,VIAS,20015,KDFFH,Düsseldorf Flughafen,2025-03-01T10:25:00+01:00,2025-03-01T10:25:00+01:00,
Stoptrein,VIAS,20015,DUSSEL,Düsseldorf Hbf,2025-03-01T10:33:00+01:00,,
Intercity,NS,3929,EHV,Eindhoven Centraal,,2025-03-01T10:08:00+01:00,4
Intercity,NS,3929,WT,Weert,2025-03-01T10:26:00+01:00,2025-03-01T10:26:00+01:00,3b
Intercity,NS,3929,RM,Roermond,2025-03-01T10:39:00+01:00,2025-03-01T10:40:00+01:00,1
Intercity,NS,3929,STD,Sittard,2025-03-01T10:55:00+01:00,2025-03-01T10:56:00+01:00,2a
Intercity,NS,3929,HRL,Heerlen,2025-03-01T11:11:00+01:00,,5
Sprinter,NS,5932,RSD,Roosendaal,,2025-03-01T10:08:00+01:00,3b
Sprinter,NS,5932,ODB,Oudenbosch,2025-03-01T10:13:00+01:00,2025-03-01T10:13:00+01:00,2
Sprinter,NS,5932,ZVB,Zevenbergen,2025-03-01T10:19:00+01:00,2025-03-01T10:19:00+01:00,1
Sprinter,NS,5932,ZLW,Lage Zwaluwe,2025-03-01T10:25:00+01:00,2025-03-01T10:25:00+01:00,2
Sprinter,NS,5932,DDZD,Dordrecht Zuid,2025-03-01T10:33:00+01:00,2025-03-01T10:33:00+01:00,2
Sprinter,NS,5932,DDR,Dordrecht,2025-03-01T10:37:00+01:00,,3b
Metro ipv trein,NS,927300,LAA,Den Haag Laan v NOI,,2025-03-01T10:08:00+01:00,
Metro ipv trein,NS,927300,GVC,Den Haag Centraal,2025-03-01T10:11:00+01:00,,
Sprinter,NS,4128,HFD,Hoofddorp,,2025-03-01T10:08:00+01:00,3
Sprinter,NS,4128,SHL,Schiphol Airport,2025-03-01T10:12:00+01:00,2025-03-01T10:13:00+01:00,3
Sprinter,NS,4128,ASDL,Amsterdam Lelylaan,2025-03-01T10:20:00+01:00,2025-03-01T10:20:00+01:00,2
Sprinter,NS,4128,ASS,Amsterdam Sloterdijk,2025-03-01T10:24:00+01:00,2025-03-01T10:31:00+01:00,9
Sprinter,NS,4128,ZD,Zaandam,2025-03-01T10:37:00+01:00,2025-03-01T10:37:00+01:00,1
Sprinter,NS,4128,ZDK,Zaandam Kogerveld,2025-03-01T10:42:00+01:00,2025-03-01T10:42:00+01:00,2
Sprinter,NS,4128,PMW,Purmerend Weidevenne,2025-03-01T10:48:00+01:00,2025-03-01T10:48:00+01:00,2
Sprinter,NS,4128,PMR,Purmerend,2025-03-01T10:51:00+01:00,2025-03-01T10:51:00+01:00,2
Sprinter,NS,4128,PMO,Purmerend Overwhere,2025-03-01T10:53:00+01:00,2025-03-01T10:53:00+01:00,2
Sprinter,NS,4128,HN,Hoorn,2025-03-01T11:04:00+01:00,2025-03-01T11:06:00+01:00,1
Sprinter,NS,4128,HNK,Hoorn Kersenboogerd,2025-03-01T11:10:00+01:00,,1
Sprinter,NS,7330,RHN,Rhenen,,2025-03-01T10:08:00+01:00,1
Sprinter,NS,7330,VNDC,Veenendaal Centrum,2025-03-01T10:14:00+01:00,2025-03-01T10:17:00+01:00,1
Sprinter,NS,7330,VNDW,Veenendaal West,2025-03-01T10:19:00+01:00,2025-03-01T10:19:00+01:00,1
Sprinter,NS,7330,MRN,Maarn,2025-03-01T10:28:00+01:00,2025-03-01T10:28:00+01:00,1
Sprinter,NS,7330,DB,Driebergen-Zeist,2025-03-01T10:34:00+01:00,2025-03-01T10:34:00+01:00,1
Sprinter,NS,7330,BNK,Bunnik,2025-03-01T10:38:00+01:00,2025-03-01T10:38:00+01:00,1
Sprinter,NS,7330,UTVR,Utrecht Vaartsche Rijn,2025-03-01T10:43:00+01:00,2025-03-01T10:43:00+01:00,1
Sprinter,NS,7330,UT,Utrecht Centraal,2025-03-01T10:46:00+01:00,2025-03-01T10:49:00+01:00,14
Sprinter,NS,7330,UTZL,Utrecht Zuilen,2025-03-01T10:52:00+01:00,2025-03-01T10:52:00+01:00,2
Sprinter,NS,7330,MAS,Maarssen,2025-03-01T10:56:00+01:00,2025-03-01T10:56:00+01:00,2
Sprinter,NS,7330,BKL,Breukelen,2025-03-01T11:00:00+01:00,,2
Sneltrein,Arriva,18929,LUIK,Liège-Guillemins,,2025-03-01T10:08:00+01:00,
Sneltrein,Arriva,18929,BRESSX,Bressoux,2025-03-01T10:16:00+01:00,2025-03-01T10:17:00+01:00,
Sneltrein,Arriva,18929,FVS,Visé,2025-03-01T10:26:00+01:00,2025-03-01T10:27:00+01:00,
Sneltrein,Arriva,18929,EDN,Eijsden,2025-03-01T10:30:00+01:00,2025-03-01T10:32:00+01:00,
Sneltrein,Arriva,18929,MTR,Maastricht Randwyck,2025-03-01T10:38:00+01:00,2025-03-01T10:40:00+01:00,
Sneltrein,Arriva,18929,MT,Maastricht,2025-03-01T10:43:00+01:00,2025-03-01T10:52:00+01:00,
Sneltrein,Arriva,18929,MES,Meerssen,2025-03-01T10:57:00+01:00,2025-03-01T10:57:00+01:00,
Sneltrein,Arriva,18929,VK,Valkenburg,2025-03-01T11:02:00+01:00,2025-03-01T11:03:00+01:00,
Sneltrein,Arriva,18929,HRL,Heerlen,2025-03-01T11:14:00+01:00,2025-03-01T11:18:00+01:00,1
Sneltrein,Arriva,18929,LG,Landgraaf,2025-03-01T11:22:00+01:00,2025-03-01T11:22:00+01:00,3
Sneltrein,Arriva,18929,EGHM,Eygelshoven Markt,2025-03-01T11:25:00+01:00,2025-03-01T11:25:00+01:00,1
Sneltrein,Arriva,18929,HZ,Herzogenrath,2025-03-01T11:29:00+01:00,2025-03-01T11:30:00+01:00,
Sneltrein,Arriva,18929,AW,Aachen West,2025-03-01T11:37:00+01:00,2025-03-01T11:38:00+01:00,
Sneltrein,Arriva,18929,AHBF,Aachen Hbf,2025-03-01T11:42:00+01:00,,
Stoptrein,DB,20210,MUNST,Münster (Westf) Hbf,,2025-03-01T10:08:00+01:00,
Stoptrein,DB,20210,ENHF,Münster (W) Zentrum Nord,2025-03-01T10:13:00+01:00,2025-03-01T10:14:00+01:00,
Stoptrein,DB,20210,ENBE,Münster-Häger,2025-03-01T10:20:00+01:00,2025-03-01T10:20:00+01:00,
Stoptrein,DB,20210,EABG,Altenberge,2025-03-01T10:25:00+01:00,2025-03-01T10:26:00+01:00,
Stoptrein,DB,20210,ENOW,Nordwalde,2025-03-01T10:29:00+01:00,2025-03-01T10:29:00+01:00,
Stoptrein,DB,20210,EBGO,Steinfurt-Borghorst,2025-03-01T10:34:00+01:00,2025-03-01T10:35:00+01:00,
Stoptrein,DB,20210,EGRK,Steinfurt-Grottenkamp,2025-03-01T10:37:00+01:00,2025-03-01T10:37:00+01:00,
Stoptrein,DB,20210,EBFT,Steinfurt-Burgsteinfurt,2025-03-01T10:41:00+01:00,2025-03-01T10:43:00+01:00,
Stoptrein,DB,20210,EMTE,Metelen Land,2025-03-01T10:48:00+01:00,2025-03-01T10:48:00+01:00,
Stoptrein,DB,20210,EOP,Ochtrup,2025-03-01T10:54:00+01:00,2025-03-01T10:55:00+01:00,
Stoptrein,DB,20210,G,Gronau (Westf.),2025-03-01T11:05:00+01:00,2025-03-01T11:16:00+01:00,
Stoptrein,DB,20210,GBR,Glanerbrug,2025-03-01T11:20:00+01:00,2025-03-01T11:20:00+01:00,
Stoptrein,DB,20210,ESE,Enschede De Eschmarke,2025-03-01T11:23:00+01:00,2025-03-01T11:23:00+01:00,
Stoptrein,DB,20210,ES,Enschede,2025-03-01T11:27:00+01:00,,4b
Stoptrein,Arriva,32233,NM,Nijmegen,,2025-03-01T10:08:00+01:00,1b
Stoptrein,Arriva,32233,NMH,Nijmegen Heyendaal,2025-03-01T10:11:00+01:00,2025-03-01T10:12:00+01:00,1
Stoptrein,Arriva,32233,MMLH,Mook-Molenhoek,2025-03-01T10:17:00+01:00,2025-03-01T10:17:00+01:00,1
Stoptrein,Arriva,32233,CK,Cuijk,2025-03-01T10:22:00+01:00,2025-03-01T10:22:00+01:00,2
Stoptrein,Arriva,32233,BMR,Boxmeer,2025-03-01T10:29:00+01:00,2025-03-01T10:32:00+01:00,2
Stoptrein,Arriva,32233,VLB,Vierlingsbeek,2025-03-01T10:37:00+01:00,2025-03-01T10:38:00+01:00,2
Stoptrein,Arriva,32233,VRY,Venray,2025-03-01T10:44:00+01:00,2025-03-01T10:45:00+01:00,1
Stoptrein,Arriva,32233,BR,Blerick,2025-03-01T10:58:00+01:00,2025-03-01T10:58:00+01:00,3
Stoptrein,Arriva,32233,VL,Venlo,2025-03-01T11:00:00+01:00,2025-03-01T11:03:00+01:00,4b
Stoptrein,Arriva,32233,TG,Tegelen,2025-03-01T11:08:00+01:00,2025-03-01T11:08:00+01:00,1
Stoptrein,Arriva,32233,RV,Reuver,2025-03-01T11:14:00+01:00,2025-03-01T11:15:00+01:00,1
Stoptrein,Arriva,32233,SM,Swalmen,2025-03-01T11:20:00+01:00,2025-03-01T11:20:00+01:00,2
Stoptrein,Arriva,32233,RM,Roermond,2025-03-01T11:26:00+01:00,,3b
Sneltrein,Arriva,37327,GN,Groningen,,2025-03-01T10:09:00+01:00,6a
Sneltrein,Arriva,37327,ZH,Zuidhorn,2025-03-01T10:17:00+01:00,2025-03-01T10:17:00+01:00,2
Sneltrein,Arriva,37327,FWD,Feanwâlden,2025-03-01T10:33:00+01:00,2025-03-01T10:33:00+01:00,1
